,interval_from,interval_to,default_NO2_min,default_NO2_max,default_NO2_mean,default_NO2_stDev,default_NO2_sampleCount,default_NO2_noDataCount,year,month
117,2022-12-14,2022-12-15,8.975405216915533e-05,8.975405216915533e-05,8.975405216915533e-05,0.0,1,0,2022,12
118,2022-12-15,2022-12-16,0.00011159122368553653,0.00011159122368553653,0.00011159122368553653,0.0,1,0,2022,12
119,2022-12-16,2022-12-17,0.00014298735186457634,0.00014298735186457634,0.00014298735186457634,0.0,1,0,2022,12
120,2022-12-17,2022-12-18,0.0001008004619507119,0.0001008004619507119,0.0001008004619507119,0.0,1,0,2022,12
121,2022-12-18,2022-12-19,0.00016748755297157913,0.00016748755297157913,0.00016748755297157913,0.0,1,0,2022,12
122,2022-12-19,2022-12-20,0.00010453602590132505,0.00010453602590132505,0.00010453602590132505,0.0,1,0,2022,12
123,2022-12-20,2022-12-21,0.0003137154271826148,0.0003137154271826148,0.0003137154271826148,0.0,1,0,2022,12
124,2022-12-21,2022-12-22,0.00021322006068658084,0.00021322006068658084,0.00021322006068658084,0.0,1,0,2022,12
125,2022-12-22,2022-12-23,0.00013926248357165605,0.00013926248357165605,0.00013926248357165605,0.0,1,0,2022,12
126,2022-12-23,2022-12-24,7.474284211639315e-05,7.474284211639315e-05,7.474284211639315e-05,0.0,1,0,2022,12
127,2022-12-24,2022-12-25,3.349413600517437e-05,3.349413600517437e-05,3.349413600517437e-05,0.0,1,0,2022,12
128,2022-12-25,2022-12-26,3.709058364620432e-05,3.709058364620432e-05,3.709058364620432e-05,0.0,1,0,2022,12
129,2022-12-26,2022-12-27,3.0699553462909535e-05,3.0699553462909535e-05,3.0699553462909535e-05,0.0,1,0,2022,12
130,2022-12-27,2022-12-28,3.731791730388068e-05,3.731791730388068e-05,3.731791730388068e-05,0.0,1,0,2022,12
131,2022-12-29,2022-12-30,0.00012395661906339228,0.00012395661906339228,0.00012395661906339228,0.0,1,0,2022,12
132,2022-12-30,2022-12-31,3.427452975302003e-05,3.427452975302003e-05,3.427452975302003e-05,0.0,1,0,2022,12
0,2023-01-01,2023-01-02,3.813638613792136e-05,3.813638613792136e-05,3.813638613792136e-05,0.0,1,0,2023,1
1,2023-01-02,2023-01-03,2.6057752620545216e-05,2.6057752620545216e-05,2.6057752620545216e-05,0.0,1,0,2023,1
2,2023-01-05,2023-01-06,2.0323672288213857e-05,2.0323672288213857e-05,2.0323672288213857e-05,0.0,1,0,2023,1
3,2023-01-06,2023-01-07,7.95846717664972e-05,7.95846717664972e-05,7.95846717664972e-05,0.0,1,0,2023,1
4,2023-01-07,2023-01-08,4.798438385478221e-05,4.798438385478221e-05,4.798438385478221e-05,0.0,1,0,2023,1
5,2023-01-08,2023-01-09,0.00011757392348954454,0.00011757392348954454,0.00011757392348954454,0.0,1,0,2023,1
6,2023-01-09,2023-01-10,7.236609963001683e-05,7.236609963001683e-05,7.236609963001683e-05,0.0,1,0,2023,1
7,2023-01-10,2023-01-11,8.466951112495735e-05,8.466951112495735e-05,8.466951112495735e-05,0.0,1,0,2023,1
8,2023-01-11,2023-01-12,7.201812695711851e-05,7.201812695711851e-05,7.201812695711851e-05,0.0,1,0,2023,1
9,2023-01-12,2023-01-13,4.5377724745776504e-05,4.5377724745776504e-05,4.5377724745776504e-05,0.0,1,0,2023,1
10,2023-01-13,2023-01-14,1.7649001165409572e-05,1.7649001165409572e-05,1.7649001165409572e-05,0.0,1,0,2023,1
11,2023-01-15,2023-01-16,3.9359863876597956e-05,3.9359863876597956e-05,3.9359863876597956e-05,0.0,1,0,2023,1
12,2023-01-16,2023-01-17,3.905154881067574e-05,3.905154881067574e-05,3.905154881067574e-05,0.0,1,0,2023,1
13,2023-01-17,2023-01-18,3.981519967055647e-06,3.981519967055647e-06,3.981519967055647e-06,0.0,1,0,2023,1
14,2023-01-18,2023-01-19,2.3145441446104087e-05,2.3145441446104087e-05,2.3145441446104087e-05,0.0,1,0,2023,1
15,2023-01-20,2023-01-21,3.2848289265530184e-05,3.2848289265530184e-05,3.2848289265530184e-05,0.0,1,0,2023,1
16,2023-01-21,2023-01-22,1.974934639292769e-05,1.974934639292769e-05,1.974934639292769e-05,0.0,1,0,2023,1
17,2023-01-22,2023-01-23,2.157673407054972e-05,2.157673407054972e-05,2.157673407054972e-05,0.0,1,0,2023,1
18,2023-01-23,2023-01-24,2.7785354177467525e-05,2.7785354177467525e-05,2.7785354177467525e-05,0.0,1,0,2023,1
19,2023-01-24,2023-01-25,1.7827391275204718e-05,1.7827391275204718e-05,1.7827391275204718e-05,0.0,1,0,2023,1
20,2023-01-25,2023-01-26,3.4142871299991384e-05,3.4142871299991384e-05,3.4142871299991384e-05,0.0,1,0,2023,1
21,2023-01-26,2023-01-27,6.478252180386335e-05,6.478252180386335e-05,6.478252180386335e-05,0.0,1,0,2023,1
22,2023-01-27,2023-01-28,3.760381514439359e-05,3.760381514439359e-05,3.760381514439359e-05,0.0,1,0,2023,1
23,2023-01-28,2023-01-29,5.4142536100698635e-05,5.4142536100698635e-05,5.4142536100698635e-05,0.0,1,0,2023,1
24,2023-01-29,2023-01-30,2.9004664611420594e-05,2.9004664611420594e-05,2.9004664611420594e-05,0.0,1,0,2023,1
25,2023-01-30,2023-01-31,2.4169585230993107e-05,2.4169585230993107e-05,2.4169585230993107e-05,0.0,1,0,2023,1
26,2023-01-31,2023-02-01,6.001264409860596e-05,6.001264409860596e-05,6.001264409860596e-05,0.0,1,0,2023,1
27,2023-02-01,2023-02-02,3.059475784539245e-05,3.059475784539245e-05,3.059475784539245e-05,0.0,1,0,2023,2
28,2023-02-02,2023-02-03,1.9639999663922936e-05,1.9639999663922936e-05,1.9639999663922936e-05,0.0,1,0,2023,2
29,2023-02-03,2023-02-04,6.057377686374821e-05,6.057377686374821e-05,6.057377686374821e-05,0.0,1,0,2023,2
30,2023-02-04,2023-02-05,0.0001480707578593865,0.0001480707578593865,0.0001480707578593865,0.0,1,0,2023,2
31,2023-02-05,2023-02-06,6.356652011163533e-05,6.356652011163533e-05,6.356652011163533e-05,0.0,1,0,2023,2
32,2023-02-06,2023-02-07,5.697353117284365e-05,5.697353117284365e-05,5.697353117284365e-05,0.0,1,0,2023,2
33,2023-02-07,2023-02-08,9.687107376521453e-05,9.687107376521453e-05,9.687107376521453e-05,0.0,1,0,2023,2
34,2023-02-08,2023-02-09,9.59358221734874e-05,9.59358221734874e-05,9.59358221734874e-05,0.0,1,0,2023,2
35,2023-02-09,2023-02-10,8.971190254669636e-05,8.971190254669636e-05,8.971190254669636e-05,0.0,1,0,2023,2
36,2023-02-10,2023-02-11,5.4776453907834366e-05,5.4776453907834366e-05,5.4776453907834366e-05,0.0,1,0,2023,2
37,2023-02-11,2023-02-12,3.51574199157767e-05,3.51574199157767e-05,3.51574199157767e-05,0.0,1,0,2023,2
38,2023-02-12,2023-02-13,5.7237441069446504e-05,5.7237441069446504e-05,5.7237441069446504e-05,0.0,1,0,2023,2
39,2023-02-13,2023-02-14,5.797538688057102e-05,5.797538688057102e-05,5.797538688057102e-05,0.0,1,0,2023,2
40,2023-02-14,2023-02-15,3.978692620876245e-05,3.978692620876245e-05,3.978692620876245e-05,0.0,1,0,2023,2
41,2023-02-15,2023-02-16,1.858093310147524e-05,1.858093310147524e-05,1.858093310147524e-05,0.0,1,0,2023,2
42,2023-02-16,2023-02-17,3.139744876534678e-05,3.139744876534678e-05,3.139744876534678e-05,0.0,1,0,2023,2
43,2023-02-17,2023-02-18,2.6793399229063652e-05,2.6793399229063652e-05,2.6793399229063652e-05,0.0,1,0,2023,2
44,2023-02-18,2023-02-19,3.7882251490373164e-05,3.7882251490373164e-05,3.7882251490373164e-05,0.0,1,0,2023,2
45,2023-02-19,2023-02-20,2.8650902095250785e-05,2.8650902095250785e-05,2.8650902095250785e-05,0.0,1,0,2023,2
46,2023-02-20,2023-02-21,7.931768777780235e-05,7.931768777780235e-05,7.931768777780235e-05,0.0,1,0,2023,2
47,2023-02-21,2023-02-22,3.487745198071934e-05,3.487745198071934e-05,3.487745198071934e-05,0.0,1,0,2023,2
48,2023-02-22,2023-02-23,3.218787969672121e-05,3.218787969672121e-05,3.218787969672121e-05,0.0,1,0,2023,2
49,2023-02-23,2023-02-24,3.0255503588705324e-05,3.0255503588705324e-05,3.0255503588705324e-05,0.0,1,0,2023,2
50,2023-02-24,2023-02-25,6.0620164731517434e-05,6.0620164731517434e-05,6.0620164731517434e-05,0.0,1,0,2023,2
51,2023-02-25,2023-02-26,4.707614425569773e-05,4.707614425569773e-05,4.707614425569773e-05,0.0,1,0,2023,2
52,2023-02-26,2023-02-27,3.9031805499689654e-05,3.9031805499689654e-05,3.9031805499689654e-05,0.0,1,0,2023,2
53,2023-02-27,2023-02-28,2.9955001082271338e-05,2.9955001082271338e-05,2.9955001082271338e-05,0.0,1,0,2023,2
54,2023-02-28,2023-03-01,1.4911313883203547e-05,1.4911313883203547e-05,1.4911313883203547e-05,0.0,1,0,2023,2
55,2023-03-01,2023-03-02,3.1712756026536226e-05,3.1712756026536226e-05,3.1712756026536226e-05,0.0,1,0,2023,3
56,2023-03-03,2023-03-04,5.094237712910399e-05,5.094237712910399e-05,5.094237712910399e-05,0.0,1,0,2023,3
57,2023-03-04,2023-03-05,6.804112490499392e-05,6.804112490499392e-05,6.804112490499392e-05,0.0,1,0,2023,3
58,2023-03-05,2023-03-06,9.177703759633005e-05,9.177703759633005e-05,9.177703759633005e-05,0.0,1,0,2023,3
59,2023-03-06,2023-03-07,5.389254147303291e-05,5.389254147303291e-05,5.389254147303291e-05,0.0,1,0,2023,3
60,2023-03-07,2023-03-08,5.433035039459355e-05,5.433035039459355e-05,5.433035039459355e-05,0.0,1,0,2023,3
61,2023-03-08,2023-03-09,4.907989568891935e-05,4.907989568891935e-05,4.907989568891935e-05,0.0,1,0,2023,3
62,2023-03-09,2023-03-10,6.417646363843232e-05,6.417646363843232e-05,6.417646363843232e-05,0.0,1,0,2023,3
63,2023-03-13,2023-03-14,5.2519641030812636e-05,5.2519641030812636e-05,5.2519641030812636e-05,0.0,1,0,2023,3
64,2023-03-16,2023-03-17,6.59228753647767e-05,6.59228753647767e-05,6.59228753647767e-05,0.0,1,0,2023,3
65,2023-03-20,2023-03-21,9.195406164508313e-06,9.195406164508313e-06,9.195406164508313e-06,0.0,1,0,2023,3
66,2023-03-21,2023-03-22,2.699827018659562e-05,2.699827018659562e-05,2.699827018659562e-05,0.0,1,0,2023,3
67,2023-03-22,2023-03-23,2.8639420634135604e-05,2.8639420634135604e-05,2.8639420634135604e-05,0.0,1,0,2023,3
68,2023-03-23,2023-03-24,5.491239789989777e-06,5.491239789989777e-06,5.491239789989777e-06,0.0,1,0,2023,3
69,2023-03-24,2023-03-25,2.4964559997897595e-05,2.4964559997897595e-05,2.4964559997897595e-05,0.0,1,0,2023,3
70,2023-03-25,2023-03-26,2.712909918045625e-05,2.712909918045625e-05,2.712909918045625e-05,0.0,1,0,2023,3
71,2023-03-26,2023-03-27,3.1838673749007285e-05,3.1838673749007285e-05,3.1838673749007285e-05,0.0,1,0,2023,3
72,2023-03-27,2023-03-28,2.622828287712764e-05,2.622828287712764e-05,2.622828287712764e-05,0.0,1,0,2023,3
73,2023-03-28,2023-03-29,5.520975173567422e-05,5.520975173567422e-05,5.520975173567422e-05,0.0,1,0,2023,3
74,2023-03-29,2023-03-30,3.2802217901917174e-05,3.2802217901917174e-05,3.2802217901917174e-05,0.0,1,0,2023,3
75,2023-03-30,2023-03-31,4.800635451829294e-06,4.800635451829294e-06,4.800635451829294e-06,0.0,1,0,2023,3
76,2023-03-31,2023-04-01,4.753129542223178e-05,4.753129542223178e-05,4.753129542223178e-05,0.0,1,0,2023,3
77,2023-04-01,2023-04-02,1.0552264029684011e-05,1.0552264029684011e-05,1.0552264029684011e-05,0.0,1,0,2023,4
78,2023-04-02,2023-04-03,2.1683910745196044e-05,2.1683910745196044e-05,2.1683910745196044e-05,0.0,1,0,2023,4
79,2023-04-03,2023-04-04,2.5216926587745547e-05,2.5216926587745547e-05,2.5216926587745547e-05,0.0,1,0,2023,4
80,2023-04-04,2023-04-05,2.4256480173789896e-05,2.4256480173789896e-05,2.4256480173789896e-05,0.0,1,0,2023,4
81,2023-04-05,2023-04-06,2.81300199276302e-05,2.81300199276302e-05,2.81300199276302e-05,0.0,1,0,2023,4
82,2023-04-06,2023-04-07,2.5756735340110026e-05,2.5756735340110026e-05,2.5756735340110026e-05,0.0,1,0,2023,4
83,2023-04-07,2023-04-08,2.8616799681913108e-05,2.8616799681913108e-05,2.8616799681913108e-05,0.0,1,0,2023,4
84,2023-04-09,2023-04-10,3.250694499001838e-05,3.250694499001838e-05,3.250694499001838e-05,0.0,1,0,2023,4
85,2023-04-10,2023-04-11,1.2171363778179511e-05,1.2171363778179511e-05,1.2171363778179511e-05,0.0,1,0,2023,4
86,2023-04-11,2023-04-12,2.34013277804479e-05,2.34013277804479e-05,2.34013277804479e-05,0.0,1,0,2023,4
87,2023-04-12,2023-04-13,4.986113344784826e-05,4.986113344784826e-05,4.986113344784826e-05,0.0,1,0,2023,4
88,2023-04-13,2023-04-14,2.533516271796543e-05,2.533516271796543e-05,2.533516271796543e-05,0.0,1,0,2023,4
89,2023-04-14,2023-04-15,1.7578302504261956e-05,1.7578302504261956e-05,1.7578302504261956e-05,0.0,1,0,2023,4
90,2023-04-15,2023-04-16,3.656888657133095e-05,3.656888657133095e-05,3.656888657133095e-05,0.0,1,0,2023,4
91,2023-04-16,2023-04-17,4.212874409859069e-05,4.212874409859069e-05,4.212874409859069e-05,0.0,1,0,2023,4
92,2023-04-17,2023-04-18,5.308702020556666e-05,5.308702020556666e-05,5.308702020556666e-05,0.0,1,0,2023,4
93,2023-04-18,2023-04-19,5.933959982939996e-05,5.933959982939996e-05,5.933959982939996e-05,0.0,1,0,2023,4
94,2023-04-19,2023-04-20,6.702370592392981e-05,6.702370592392981e-05,6.702370592392981e-05,0.0,1,0,2023,4
95,2023-04-21,2023-04-22,3.1518240575678647e-05,3.1518240575678647e-05,3.1518240575678647e-05,0.0,1,0,2023,4
96,2023-04-22,2023-04-23,2.611219315440394e-05,2.611219315440394e-05,2.611219315440394e-05,0.0,1,0,2023,4
97,2023-04-23,2023-04-24,2.9859080314054154e-05,2.9859080314054154e-05,2.9859080314054154e-05,0.0,1,0,2023,4
98,2023-04-24,2023-04-25,1.6325098840752617e-05,1.6325098840752617e-05,1.6325098840752617e-05,0.0,1,0,2023,4
99,2023-04-25,2023-04-26,2.8565025786519982e-05,2.8565025786519982e-05,2.8565025786519982e-05,0.0,1,0,2023,4
100,2023-04-26,2023-04-27,1.03849724837346e-05,1.03849724837346e-05,1.03849724837346e-05,0.0,1,0,2023,4
101,2023-04-27,2023-04-28,2.8923264835611917e-05,2.8923264835611917e-05,2.8923264835611917e-05,0.0,1,0,2023,4
102,2023-04-28,2023-04-29,2.755114564934047e-06,2.755114564934047e-06,2.755114564934047e-06,0.0,1,0,2023,4
103,2023-05-02,2023-05-03,2.9895591069362126e-05,2.9895591069362126e-05,2.9895591069362126e-05,0.0,1,0,2023,5
104,2023-05-03,2023-05-04,3.057799403904937e-05,3.057799403904937e-05,3.057799403904937e-05,0.0,1,0,2023,5
105,2023-05-04,2023-05-05,2.7373069315217435e-05,2.7373069315217435e-05,2.7373069315217435e-05,0.0,1,0,2023,5
106,2023-05-06,2023-05-07,3.0332954338518903e-05,3.0332954338518903e-05,3.0332954338518903e-05,0.0,1,0,2023,5
107,2023-05-07,2023-05-08,2.4840661353664473e-05,2.4840661353664473e-05,2.4840661353664473e-05,0.0,1,0,2023,5
108,2023-05-08,2023-05-09,3.746076981769875e-05,3.746076981769875e-05,3.746076981769875e-05,0.0,1,0,2023,5
109,2023-05-09,2023-05-10,3.546960942912847e-05,3.546960942912847e-05,3.546960942912847e-05,0.0,1,0,2023,5
110,2023-05-10,2023-05-11,3.6950503272237256e-05,3.6950503272237256e-05,3.6950503272237256e-05,0.0,1,0,2023,5
111,2023-05-11,2023-05-12,2.6245546905556694e-05,2.6245546905556694e-05,2.6245546905556694e-05,0.0,1,0,2023,5
112,2023-05-12,2023-05-13,3.9878388633951545e-05,3.9878388633951545e-05,3.9878388633951545e-05,0.0,1,0,2023,5
113,2023-05-13,2023-05-14,3.708086660481058e-05,3.708086660481058e-05,3.708086660481058e-05,0.0,1,0,2023,5
114,2023-05-14,2023-05-15,3.35761287715286e-05,3.35761287715286e-05,3.35761287715286e-05,0.0,1,0,2023,5
115,2023-05-15,2023-05-16,2.5616314815124497e-05,2.5616314815124497e-05,2.5616314815124497e-05,0.0,1,0,2023,5
116,2023-05-16,2023-05-17,2.5297060346929356e-05,2.5297060346929356e-05,2.5297060346929356e-05,0.0,1,0,2023,5
117,2023-05-17,2023-05-18,3.851546716759913e-05,3.851546716759913e-05,3.851546716759913e-05,0.0,1,0,2023,5
118,2023-05-18,2023-05-19,3.7509031244553626e-05,3.7509031244553626e-05,3.7509031244553626e-05,0.0,1,0,2023,5
119,2023-05-19,2023-05-20,2.5342085791635327e-05,2.5342085791635327e-05,2.5342085791635327e-05,0.0,1,0,2023,5
120,2023-05-20,2023-05-21,3.044784170924686e-05,3.044784170924686e-05,3.044784170924686e-05,0.0,1,0,2023,5
121,2023-05-21,2023-05-22,4.291155710234307e-05,4.291155710234307e-05,4.291155710234307e-05,0.0,1,0,2023,5
122,2023-05-22,2023-05-23,4.648276444640942e-05,4.648276444640942e-05,4.648276444640942e-05,0.0,1,0,2023,5
123,2023-05-23,2023-05-24,3.4079523175023496e-05,3.4079523175023496e-05,3.4079523175023496e-05,0.0,1,0,2023,5
124,2023-05-24,2023-05-25,4.6786051825620234e-05,4.6786051825620234e-05,4.6786051825620234e-05,0.0,1,0,2023,5
125,2023-05-25,2023-05-26,4.759402872878127e-05,4.759402872878127e-05,4.759402872878127e-05,0.0,1,0,2023,5
126,2023-05-26,2023-05-27,4.1838051402010024e-05,4.1838051402010024e-05,4.1838051402010024e-05,0.0,1,0,2023,5
127,2023-05-27,2023-05-28,4.512622035690583e-05,4.512622035690583e-05,4.512622035690583e-05,0.0,1,0,2023,5
128,2023-05-28,2023-05-29,5.895812500966713e-05,5.895812500966713e-05,5.895812500966713e-05,0.0,1,0,2023,5
129,2023-05-29,2023-05-30,5.683018753188662e-05,5.683018753188662e-05,5.683018753188662e-05,0.0,1,0,2023,5
130,2023-05-30,2023-05-31,3.748770177480765e-05,3.748770177480765e-05,3.748770177480765e-05,0.0,1,0,2023,5
131,2023-05-31,2023-06-01,6.532028783112764e-05,6.532028783112764e-05,6.532028783112764e-05,0.0,1,0,2023,5
132,2023-06-01,2023-06-02,7.303668826352805e-05,7.303668826352805e-05,7.303668826352805e-05,0.0,1,0,2023,6
133,2023-06-02,2023-06-03,9.593893628334627e-05,9.593893628334627e-05,9.593893628334627e-05,0.0,1,0,2023,6
134,2023-06-03,2023-06-04,4.925294342683628e-05,4.925294342683628e-05,4.925294342683628e-05,0.0,1,0,2023,6
135,2023-06-05,2023-06-06,7.64442520448938e-05,7.64442520448938e-05,7.64442520448938e-05,0.0,1,0,2023,6
136,2023-06-06,2023-06-07,5.1598664867924526e-05,5.1598664867924526e-05,5.1598664867924526e-05,0.0,1,0,2023,6
137,2023-06-07,2023-06-08,8.12349608168006e-05,8.12349608168006e-05,8.12349608168006e-05,0.0,1,0,2023,6
138,2023-06-08,2023-06-09,6.295217463048175e-05,6.295217463048175e-05,6.295217463048175e-05,0.0,1,0,2023,6
139,2023-06-09,2023-06-10,8.330574200954288e-05,8.330574200954288e-05,8.330574200954288e-05,0.0,1,0,2023,6
140,2023-06-12,2023-06-13,4.557648571790196e-05,4.557648571790196e-05,4.557648571790196e-05,0.0,1,0,2023,6
141,2023-06-13,2023-06-14,4.755265763378702e-05,4.755265763378702e-05,4.755265763378702e-05,0.0,1,0,2023,6
142,2023-06-15,2023-06-16,3.543052662280388e-05,3.543052662280388e-05,3.543052662280388e-05,0.0,1,0,2023,6
143,2023-06-16,2023-06-17,3.807400935329497e-05,3.807400935329497e-05,3.807400935329497e-05,0.0,1,0,2023,6
144,2023-06-17,2023-06-18,4.3204760004300624e-05,4.3204760004300624e-05,4.3204760004300624e-05,0.0,1,0,2023,6
145,2023-07-04,2023-07-05,2.5167002604575828e-05,2.5167002604575828e-05,2.5167002604575828e-05,0.0,1,0,2023,7
146,2023-07-05,2023-07-06,1.4160931641526986e-05,1.4160931641526986e-05,1.4160931641526986e-05,0.0,1,0,2023,7
147,2023-07-09,2023-07-10,2.975918323500082e-05,2.975918323500082e-05,2.975918323500082e-05,0.0,1,0,2023,7
148,2023-07-10,2023-07-11,1.3701756870432291e-05,1.3701756870432291e-05,1.3701756870432291e-05,0.0,1,0,2023,7
149,2023-07-26,2023-07-27,2.4444983864668757e-05,2.4444983864668757e-05,2.4444983864668757e-05,0.0,1,0,2023,7
150,2023-07-27,2023-07-28,2.3326869268203154e-05,2.3326869268203154e-05,2.3326869268203154e-05,0.0,1,0,2023,7
151,2023-08-09,2023-08-10,1.1383009223209228e-05,1.1383009223209228e-05,1.1383009223209228e-05,0.0,1,0,2023,8
152,2023-08-11,2023-08-12,3.364165604580194e-05,3.364165604580194e-05,3.364165604580194e-05,0.0,1,0,2023,8
153,2023-08-12,2023-08-13,3.425124305067584e-05,3.425124305067584e-05,3.425124305067584e-05,0.0,1,0,2023,8
154,2023-08-16,2023-08-17,3.4681506804190576e-05,3.4681506804190576e-05,3.4681506804190576e-05,0.0,1,0,2023,8
155,2023-08-22,2023-08-23,1.3978876268083695e-05,1.3978876268083695e-05,1.3978876268083695e-05,0.0,1,0,2023,8
156,2023-08-28,2023-08-29,3.07764858007431e-05,3.07764858007431e-05,3.07764858007431e-05,0.0,1,0,2023,8
157,2023-08-29,2023-08-30,9.498819053987972e-06,9.498819053987972e-06,9.498819053987972e-06,0.0,1,0,2023,8
158,2023-08-30,2023-08-31,2.0499586753430776e-05,2.0499586753430776e-05,2.0499586753430776e-05,0.0,1,0,2023,8
159,2023-08-31,2023-09-01,5.075610533822328e-05,5.075610533822328e-05,5.075610533822328e-05,0.0,1,0,2023,8
160,2023-09-01,2023-09-02,3.880417352775112e-05,3.880417352775112e-05,3.880417352775112e-05,0.0,1,0,2023,9
161,2023-09-17,2023-09-18,3.3210912079084665e-05,3.3210912079084665e-05,3.3210912079084665e-05,0.0,1,0,2023,9
162,2023-09-18,2023-09-19,3.8546430005226284e-05,3.8546430005226284e-05,3.8546430005226284e-05,0.0,1,0,2023,9
163,2023-09-19,2023-09-20,3.398592525627464e-05,3.398592525627464e-05,3.398592525627464e-05,0.0,1,0,2023,9
164,2023-09-27,2023-09-28,1.3954091627965681e-05,1.3954091627965681e-05,1.3954091627965681e-05,0.0,1,0,2023,9
165,2023-09-30,2023-10-01,3.7928482925053686e-05,3.7928482925053686e-05,3.7928482925053686e-05,0.0,1,0,2023,9
166,2023-10-04,2023-10-05,1.9539766071829945e-05,1.9539766071829945e-05,1.9539766071829945e-05,0.0,1,0,2023,10
167,2023-10-05,2023-10-06,3.418098276597448e-05,3.418098276597448e-05,3.418098276597448e-05,0.0,1,0,2023,10
168,2023-10-06,2023-10-07,2.2680722395307384e-05,2.2680722395307384e-05,2.2680722395307384e-05,0.0,1,0,2023,10
169,2023-10-07,2023-10-08,3.283724799985066e-05,3.283724799985066e-05,3.283724799985066e-05,0.0,1,0,2023,10
170,2023-10-08,2023-10-09,3.870934233418666e-05,3.870934233418666e-05,3.870934233418666e-05,0.0,1,0,2023,10
171,2023-10-09,2023-10-10,5.727826282964088e-05,5.727826282964088e-05,5.727826282964088e-05,0.0,1,0,2023,10
172,2023-10-10,2023-10-11,3.428247509873472e-05,3.428247509873472e-05,3.428247509873472e-05,0.0,1,0,2023,10
173,2023-10-11,2023-10-12,5.203521504881792e-05,5.203521504881792e-05,5.203521504881792e-05,0.0,1,0,2023,10
174,2023-10-12,2023-10-13,2.714556103455834e-05,2.714556103455834e-05,2.714556103455834e-05,0.0,1,0,2023,10
175,2023-10-14,2023-10-15,3.999294131062925e-05,3.999294131062925e-05,3.999294131062925e-05,0.0,1,0,2023,10
176,2023-10-16,2023-10-17,8.856974091031589e-06,8.856974091031589e-06,8.856974091031589e-06,0.0,1,0,2023,10
177,2023-10-17,2023-10-18,3.0916584364604205e-05,3.0916584364604205e-05,3.0916584364604205e-05,0.0,1,0,2023,10
178,2023-10-18,2023-10-19,8.195823465939611e-05,8.195823465939611e-05,8.195823465939611e-05,0.0,1,0,2023,10
179,2023-10-21,2023-10-22,7.159991946537048e-05,7.159991946537048e-05,7.159991946537048e-05,0.0,1,0,2023,10
180,2023-10-22,2023-10-23,3.412905789446086e-05,3.412905789446086e-05,3.412905789446086e-05,0.0,1,0,2023,10
181,2023-10-23,2023-10-24,4.949873255100101e-05,4.949873255100101e-05,4.949873255100101e-05,0.0,1,0,2023,10
182,2023-10-24,2023-10-25,5.266725565888919e-05,5.266725565888919e-05,5.266725565888919e-05,0.0,1,0,2023,10
183,2023-10-25,2023-10-26,3.309679595986381e-05,3.309679595986381e-05,3.309679595986381e-05,0.0,1,0,2023,10
184,2023-10-26,2023-10-27,6.282458343775943e-05,6.282458343775943e-05,6.282458343775943e-05,0.0,1,0,2023,10
185,2023-10-27,2023-10-28,3.1441260944120586e-05,3.1441260944120586e-05,3.1441260944120586e-05,0.0,1,0,2023,10
186,2023-10-28,2023-10-29,2.5376159101142548e-05,2.5376159101142548e-05,2.5376159101142548e-05,0.0,1,0,2023,10
187,2023-10-29,2023-10-30,2.695251714612823e-05,2.695251714612823e-05,2.695251714612823e-05,0.0,1,0,2023,10
188,2023-10-30,2023-10-31,1.4635694242315367e-05,1.4635694242315367e-05,1.4635694242315367e-05,0.0,1,0,2023,10
189,2023-11-01,2023-11-02,1.786981738405302e-05,1.786981738405302e-05,1.786981738405302e-05,0.0,1,0,2023,11
190,2023-11-02,2023-11-03,1.661052374402061e-05,1.661052374402061e-05,1.661052374402061e-05,0.0,1,0,2023,11
191,2023-11-03,2023-11-04,2.3624301320523955e-05,2.3624301320523955e-05,2.3624301320523955e-05,0.0,1,0,2023,11
192,2023-11-04,2023-11-05,2.9980050385347567e-05,2.9980050385347567e-05,2.9980050385347567e-05,0.0,1,0,2023,11
193,2023-11-06,2023-11-07,1.5220722161757294e-05,1.5220722161757294e-05,1.5220722161757294e-05,0.0,1,0,2023,11
194,2023-11-07,2023-11-08,3.056691275560297e-05,3.056691275560297e-05,3.056691275560297e-05,0.0,1,0,2023,11
195,2023-11-08,2023-11-09,4.3874842958757654e-05,4.3874842958757654e-05,4.3874842958757654e-05,0.0,1,0,2023,11
196,2023-11-09,2023-11-10,3.550048859324306e-05,3.550048859324306e-05,3.550048859324306e-05,0.0,1,0,2023,11
197,2023-11-10,2023-11-11,4.239511690684594e-05,4.239511690684594e-05,4.239511690684594e-05,0.0,1,0,2023,11
198,2023-11-11,2023-11-12,1.5968022125889547e-05,1.5968022125889547e-05,1.5968022125889547e-05,0.0,1,0,2023,11
199,2023-11-12,2023-11-13,2.5735578674357384e-05,2.5735578674357384e-05,2.5735578674357384e-05,0.0,1,0,2023,11
200,2023-11-15,2023-11-16,0.00011491600162116811,0.00011491600162116811,0.00011491600162116811,0.0,1,0,2023,11
201,2023-11-16,2023-11-17,2.638737714732997e-05,2.638737714732997e-05,2.638737714732997e-05,0.0,1,0,2023,11
202,2023-11-17,2023-11-18,3.618905975599773e-05,3.618905975599773e-05,3.618905975599773e-05,0.0,1,0,2023,11
203,2023-11-18,2023-11-19,3.1091662094695494e-05,3.1091662094695494e-05,3.1091662094695494e-05,0.0,1,0,2023,11
